_id,tipo,estado,canal_entrada,fecha_entrada,fecha_contestacion,consejeria,unidad_descripcion,tema,subtema
6122,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6123,Queja,Recepcionada por Unidad,INTERNET,2024-05-07T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
6124,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,PROFESORADO
6125,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-06-20T00:00:00,Consejería de Sanidad,Dirección General de Recursos Humanos y Relaciones Laborales,SANIDAD,OFERTAS DE EMPLEO PÚBLICO
6126,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-21T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6127,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-21T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6128,Queja,Contestada al Ciudadano,PRESENCIAL,2024-05-07T00:00:00,2024-05-10T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
6129,Agradecimiento,Cancelada,PRESENCIAL,2024-05-07T00:00:00,,"Consejería de Economía, Hacienda y Empleo","Dirección General de Comercio, Consumo y Servicios",CONSUMO,N/A
6130,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-28T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales","Dirección General de Infancia, Familia y Fomento de la Natalidad",POLÍTICAS SOCIALES,FAMILIA
6131,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",,EDUCACIÓN,OTROS
6132,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-21T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6133,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-09T00:00:00,Consejería de Digitalización,Dirección General de Atención al Ciudadano y Transparencia,DIGITALIZACIÓN ADMINISTRATIVA,N/A
6134,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-10T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
6135,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6136,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-10T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
6137,Sugerencia,Cancelada,INTERNET,2024-05-07T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",,ATENCIÓN AL CIUDADANO,Sin valor
6138,Queja,Contestada al Ciudadano,PRESENCIAL,2024-05-07T00:00:00,2024-05-22T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Trabajo,EMPLEO,OTROS
6139,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-16T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
6140,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-20T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,FORMACIÓN PROFESIONAL
6141,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6142,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-24T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,"TARIFAS, ABONOS Y TÍTULOS"
6143,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6144,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6145,Agradecimiento,Cancelada,INTERNET,2024-05-07T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
6146,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,OTROS
6147,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-10T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
6148,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-13T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6149,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6150,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-27T00:00:00,"Consejería de Medio Ambiente, Agricultura e Interior",Dirección General de Transición Energética y Economía Circular,MEDIO AMBIENTE,CALIDAD AMBIENTAL
6151,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
6152,Queja,Enviada a Otra Administración,INTERNET,2024-05-07T00:00:00,,,,PROTECCIÓN CIUDADANA,OTROS
6153,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-06-10T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,JUSTICIA GRATUITA
6154,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-27T00:00:00,"Consejería de Medio Ambiente, Agricultura e Interior",Dirección General de Transición Energética y Economía Circular,MEDIO AMBIENTE,CALIDAD AMBIENTAL
6155,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-06-23T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
6156,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-14T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
6157,Queja,Cancelada,INTERNET,2024-05-07T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
6158,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-13T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía","Dirección General de Educación Concertada, Becas y Ayudas al Estudio",EDUCACIÓN,"BECAS, AYUDAS Y SUBVENCIONES"
6159,Queja,Recepcionada por Unidad,INTERNET,2024-05-07T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
6160,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-17T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
6161,Queja,Recepcionada por Unidad,INTERNET,2024-05-07T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
6162,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6163,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-09T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
6164,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6165,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6166,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-14T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
6167,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6168,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-24T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
6169,Queja,Enviada a Otra Administración,INTERNET,2024-05-07T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",,OTROS,OTROS
6170,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-14T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
6171,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6172,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6173,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-24T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
6174,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6175,Queja,Cancelada,INTERNET,2024-05-07T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
6176,Queja,Cancelada,INTERNET,2024-05-07T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",,POLÍTICAS SOCIALES,Sin valor
6177,Queja,Recepcionada por Unidad,INTERNET,2024-05-07T00:00:00,,"Consejería de Medio Ambiente, Agricultura e Interior",Secretaría General Técnica,MEDIO AMBIENTE,OTROS
6178,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6195,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-13T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Norte,EDUCACIÓN,CENTROS EDUCATIVOS
6179,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-27T00:00:00,"Consejería de Medio Ambiente, Agricultura e Interior",Dirección General de Transición Energética y Economía Circular,MEDIO AMBIENTE,CALIDAD AMBIENTAL
6180,Queja,Contestada al Ciudadano,INTERNET,2024-05-07T00:00:00,2024-05-17T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
6181,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-06-14T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,OTROS
6182,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-06-14T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,OTROS
6183,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6184,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-17T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,METRO 
6185,Queja,Enviada a Otra Administración,LLAMADAS 012,2024-05-08T00:00:00,,,,TRANSPORTES,FERROCARRIL
6186,Queja,Contestada al Ciudadano,PRESENCIAL,2024-05-08T00:00:00,2024-05-09T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Tributos,ATENCIÓN AL CONTRIBUYENTE,INFORMACIÓN Y ATENCIÓN AL CONTRIBUYENTE 
6187,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-06-14T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,CITA SANITARIA
6188,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-06-14T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,CITA SANITARIA
6189,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-06-14T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,CITA SANITARIA
6190,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-06-26T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
6191,Queja,Recepcionada por Unidad,INTERNET,2024-05-08T00:00:00,,"Consejería de Medio Ambiente, Agricultura e Interior",Agencia de Seguridad y Emergencias Madrid 112,OTROS,OTROS
6192,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-24T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,METRO 
6193,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-07-15T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,CITA SANITARIA
6194,Queja,Contestada al Ciudadano,PRESENCIAL,2024-05-08T00:00:00,2024-06-26T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
6196,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6197,Queja,Recepcionada por Unidad,INTERNET,2024-05-08T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
6198,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-13T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Norte,EDUCACIÓN,CENTROS EDUCATIVOS
6199,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-13T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Norte,EDUCACIÓN,CENTROS EDUCATIVOS
6200,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-28T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",SERVICIO 012,ATENCIÓN AL CIUDADANO,TELÉFONO 012
6201,Queja,Contestada al Ciudadano,PRESENCIAL,2024-05-08T00:00:00,2024-06-05T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
6202,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,DAT MADRID
6203,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-13T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,DAT MADRID
6204,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6205,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6206,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
6207,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-06-05T00:00:00,Consejería de Sanidad,Dirección General de Salud Pública,SANIDAD,SALUD PÚBLICA
6208,Queja,Contestada al Ciudadano,PRESENCIAL,2024-05-08T00:00:00,2024-05-13T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
6209,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-13T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Norte,EDUCACIÓN,CENTROS EDUCATIVOS
6210,Queja,Contestada al Ciudadano,PRESENCIAL,2024-05-08T00:00:00,2024-05-13T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
6211,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-21T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
6212,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-07-02T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,MAYORES
6213,Sugerencia,Cancelada,INTERNET,2024-05-08T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
6214,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-24T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,OTROS
6215,Queja,Cancelada,INTERNET,2024-05-08T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",,POLÍTICAS SOCIALES,DISCAPACIDAD
6216,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-06-14T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,REGISTROS CIVILES
6217,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-16T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,OTROS
6218,Queja,Cancelada,INTERNET,2024-05-08T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",,POLÍTICAS SOCIALES,Sin valor
6219,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6220,Queja,Cancelada,INTERNET,2024-05-08T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",,POLÍTICAS SOCIALES,Sin valor
6221,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-06-05T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
6222,Queja,Contestada al Ciudadano,LLAMADAS 012,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Educación Infantil Y Primaria,EDUCACIÓN,OTROS
6223,Queja,Recepcionada por Unidad,INTERNET,2024-05-08T00:00:00,,"Consejería de Medio Ambiente, Agricultura e Interior",DG DE BIODIVERSIDAD Y RECURSOS NATURALES,MEDIO AMBIENTE,ENTORNO NATURAL
6224,Queja,Contestada al Ciudadano,LLAMADAS 012,2024-05-08T00:00:00,2024-05-24T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,"TARIFAS, ABONOS Y TÍTULOS"
6225,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Sur,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
6226,Queja,Contestada al Ciudadano,LLAMADAS 012,2024-05-08T00:00:00,2024-05-24T00:00:00,Agencia para la Administración Digital de la Comunidad de Madrid,,EMPLEO,OFICINA ELECTRÓNICA
6228,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-17T00:00:00,Consejería de Digitalización,Dirección General de Atención al Ciudadano y Transparencia,DIGITALIZACIÓN ADMINISTRATIVA,N/A
6229,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-17T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,INFANTIL Y PRIMARIA
6230,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-13T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,INFANTIL Y PRIMARIA
6231,Sugerencia,Cancelada,INTERNET,2024-05-08T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",,ATENCIÓN AL CIUDADANO,OTROS
6232,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-06-05T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
6233,Sugerencia,Cancelada,INTERNET,2024-05-08T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Igualdad,JUVENTUD,OTROS
6234,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
6235,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
6236,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
6237,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
6238,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
6239,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
6240,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
6241,Queja,Enviada a Otra Administración,INTERNET,2024-05-08T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",,OTROS,OTROS
6242,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
6243,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
6244,Sugerencia,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-05-23T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Recursos Humanos,EDUCACIÓN,PROFESORADO
6245,Queja,Contestada al Ciudadano,INTERNET,2024-05-08T00:00:00,2024-08-16T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
6246,Agradecimiento,Cancelada,PRESENCIAL,2024-05-08T00:00:00,,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
